id_cliente,evasao,genero,idoso,parceiro,dependentes,meses_contrato,servico_telefone,multiplas_linhas,servico_internet,protecao_online,backup_online,protecao_dispositivo,suporte_tecnico,tv_streaming,filmes_streaming,tipo_contrato,fatura_digital,metodo_pagamento,contas_diarias,cobranca_mensal,cobranca_total
4623-zkhly,nao,homem,nao,sim,nao,22,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,sim,transferencia automatica,0.71,20.45,471.55
4625-ewptf,sim,homem,nao,nao,nao,8,nao,sem telefone,dsl,sim,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,0.94,30.45,226.45
4625-lamob,nao,homem,nao,nao,nao,44,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,cartao credito automatico,0.69,20.4,905.55
4625-xmoym,nao,mulher,nao,sim,sim,72,sim,sim,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,sim,transferencia automatica,0.92,26.25,1988.05
4626-gyczp,sim,homem,nao,nao,nao,7,sim,sim,fibra otica,nao,nao,nao,nao,sim,sim,mensal,sim,cheque eletronico,3.03,93.85,635.6
4626-ozdtj,nao,mulher,nao,sim,nao,51,sim,sim,dsl,nao,sim,nao,sim,sim,sim,anual,sim,cartao credito automatico,2.58,78.65,3950.85
4627-mihjh,nao,mulher,sim,nao,nao,69,sim,sim,fibra otica,sim,nao,sim,sim,sim,sim,bienal,nao,cartao credito automatico,3.61,110.25,7467.55
4628-cttla,sim,homem,nao,nao,nao,57,nao,sem telefone,dsl,nao,sim,nao,nao,sim,nao,mensal,sim,cheque eletronico,1.23,39.3,2111.45
4628-wqcqq,sim,homem,nao,nao,sim,35,sim,nao,fibra otica,nao,nao,sim,nao,sim,nao,anual,sim,cheque eletronico,2.89,85.15,3030.6
4629-nrxkx,sim,mulher,nao,sim,sim,2,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,mensal,nao,cheque eletronico,2.45,70.4,147.15
4631-oacrm,sim,homem,sim,nao,nao,15,sim,nao,fibra otica,nao,nao,nao,nao,nao,sim,mensal,sim,cheque eletronico,2.57,79.4,1156.1
4632-paoyu,nao,homem,nao,sim,sim,22,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,anual,nao,cheque correios,0.66,19.95,433.5
4632-xjmex,nao,homem,nao,nao,sim,53,sim,nao,dsl,sim,sim,nao,sim,nao,nao,anual,nao,cartao credito automatico,2.15,62.85,3419.5
4633-mkhyu,nao,mulher,nao,nao,nao,9,sim,nao,fibra otica,nao,nao,nao,nao,sim,sim,mensal,sim,cheque correios,2.92,88.4,788.6
4634-jlrjt,nao,mulher,nao,nao,nao,1,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,sim,cheque correios,0.68,20.35,20.35
4635-ejypd,nao,homem,nao,sim,sim,32,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,cheque correios,0.64,18.95,613.95
4636-jgaai,nao,homem,nao,sim,nao,34,sim,sim,fibra otica,nao,sim,nao,nao,nao,sim,mensal,nao,cheque correios,2.94,88.85,3000.25
4636-olwoe,nao,homem,nao,nao,sim,54,sim,nao,dsl,nao,sim,sim,sim,nao,nao,anual,sim,cheque eletronico,2.03,61.0,3283.05
4636-qrjky,sim,mulher,nao,sim,sim,6,sim,sim,fibra otica,nao,nao,nao,sim,nao,nao,mensal,sim,cheque eletronico,2.79,80.5,502.85
4636-tvxvg,nao,homem,nao,sim,sim,62,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,anual,nao,transferencia automatica,0.67,19.95,1244.8
4640-uhdos,sim,mulher,nao,sim,sim,13,sim,nao,dsl,nao,nao,nao,nao,nao,sim,mensal,nao,cheque eletronico,1.88,55.95,734.35
4641-frolu,nao,mulher,nao,sim,sim,30,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,cheque correios,0.67,19.3,602.9
4644-obgfz,nao,homem,nao,sim,sim,55,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,anual,nao,cheque correios,0.62,19.5,1026.35
4644-pizrt,nao,homem,nao,sim,sim,17,sim,sim,dsl,sim,nao,sim,nao,sim,nao,anual,sim,transferencia automatica,2.36,70.35,1201.65
4646-qzxtf,nao,mulher,nao,sim,nao,7,sim,nao,dsl,sim,nao,sim,sim,sim,sim,mensal,nao,transferencia automatica,2.76,81.25,580.1
4647-muzon,nao,mulher,nao,sim,nao,18,sim,nao,fibra otica,nao,nao,sim,nao,sim,sim,mensal,sim,cartao credito automatico,3.23,95.95,1745.5
4647-xxzam,nao,mulher,nao,sim,sim,6,sim,nao,dsl,nao,nao,nao,nao,nao,nao,mensal,nao,cheque correios,1.58,45.5,285.2
4648-ypbtm,nao,homem,nao,nao,nao,53,sim,sim,dsl,nao,sim,sim,sim,nao,sim,bienal,sim,transferencia automatica,2.49,73.9,3958.25
4652-nnhny,sim,homem,nao,sim,nao,16,sim,sim,fibra otica,nao,nao,nao,nao,nao,nao,mensal,sim,transferencia automatica,2.68,73.85,1284.2
4652-odevh,nao,homem,nao,sim,sim,45,sim,sim,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,cheque correios,0.81,24.45,1088.25
4654-dlamq,nao,mulher,sim,sim,nao,64,sim,nao,fibra otica,sim,sim,sim,nao,nao,sim,anual,nao,transferencia automatica,3.35,97.0,6430.9
4654-gguii,nao,mulher,nao,nao,nao,18,nao,sem telefone,dsl,sim,sim,nao,sim,nao,nao,anual,sim,cheque correios,1.32,40.2,711.95
4654-ulttn,nao,homem,nao,sim,nao,70,sim,sim,dsl,sim,nao,sim,sim,nao,sim,bienal,sim,cartao credito automatico,2.53,74.8,5315.8
4656-caurt,nao,homem,nao,nao,nao,69,sim,sim,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,transferencia automatica,0.83,23.95,1713.1
4657-fwvfy,nao,mulher,nao,sim,sim,40,sim,sim,fibra otica,nao,sim,sim,nao,sim,nao,mensal,sim,cartao credito automatico,3.26,96.35,3915.4
4658-hcohw,sim,mulher,nao,sim,sim,21,sim,nao,fibra otica,nao,sim,sim,sim,sim,sim,mensal,sim,cheque eletronico,3.35,102.8,2110.15
4659-nzruf,sim,mulher,nao,nao,nao,19,sim,sim,fibra otica,sim,sim,nao,nao,nao,sim,mensal,sim,cheque eletronico,3.14,95.15,1789.25
4660-iribm,nao,homem,nao,sim,sim,18,sim,nao,fibra otica,sim,nao,sim,nao,sim,nao,mensal,sim,cheque correios,2.78,87.9,1500.5
4661-njeux,nao,homem,nao,nao,nao,1,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,sim,cheque correios,0.67,20.05,20.05
4662-ekdpq,sim,homem,nao,nao,nao,2,sim,sim,dsl,nao,nao,nao,nao,nao,sim,mensal,nao,transferencia automatica,1.97,62.05,118.3
4664-njcms,nao,mulher,nao,sim,nao,33,nao,sem telefone,dsl,sim,nao,sim,sim,sim,sim,bienal,nao,transferencia automatica,2.04,59.55,2016.3
4667-ohgkg,sim,homem,nao,nao,nao,1,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,sim,cheque correios,0.64,19.3,19.3
4667-qonea,nao,mulher,sim,sim,sim,60,sim,nao,dsl,sim,sim,sim,sim,nao,sim,anual,sim,cartao credito automatico,2.48,74.85,4456.35
4670-tabxh,nao,homem,nao,sim,nao,72,sim,sim,fibra otica,nao,sim,sim,sim,sim,sim,bienal,sim,cartao credito automatico,3.59,109.75,7758.9
4671-lxrdq,sim,homem,nao,nao,nao,2,sim,nao,dsl,nao,nao,nao,nao,nao,nao,mensal,sim,cheque correios,1.61,45.0,96.45
4671-vjlcl,nao,mulher,nao,nao,nao,63,sim,sim,dsl,sim,sim,sim,sim,sim,nao,bienal,sim,cartao credito automatico,2.57,79.85,4861.45
4672-fotsd,nao,homem,nao,nao,nao,12,sim,sim,dsl,sim,sim,nao,sim,nao,nao,mensal,sim,cheque eletronico,2.31,67.25,832.3
4673-kksls,nao,mulher,nao,nao,nao,31,sim,nao,fibra otica,sim,nao,sim,sim,nao,nao,mensal,nao,cheque eletronico,2.93,87.6,2724.25
4674-hgnua,nao,homem,nao,sim,sim,71,sim,sim,dsl,sim,sim,sim,sim,sim,sim,bienal,nao,cartao credito automatico,3.03,89.9,6457.15
4676-mquea,nao,homem,sim,sim,nao,50,sim,sim,fibra otica,sim,sim,sim,nao,sim,nao,anual,sim,transferencia automatica,3.51,101.9,5265.5
4676-wluht,nao,homem,nao,nao,nao,54,nao,sem telefone,dsl,sim,sim,nao,nao,nao,sim,bienal,nao,transferencia automatica,1.5,46.2,2431.95
4678-dvqeo,sim,mulher,nao,nao,nao,1,sim,nao,dsl,nao,nao,nao,sim,nao,nao,mensal,sim,cheque eletronico,1.74,52.2,52.2
4680-kutaj,nao,mulher,sim,nao,nao,11,sim,sim,dsl,sim,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,1.76,55.6,580.8
4682-blbuc,nao,homem,nao,sim,nao,44,sim,nao,dsl,nao,sim,sim,sim,sim,nao,anual,sim,cheque eletronico,2.46,70.95,3250.45
4683-wydou,nao,homem,nao,sim,nao,62,sim,sim,fibra otica,nao,nao,sim,sim,sim,sim,bienal,sim,transferencia automatica,3.72,107.6,6912.7
4685-erghk,nao,homem,nao,nao,nao,57,sim,sim,fibra otica,nao,nao,nao,nao,sim,nao,anual,sim,cheque eletronico,2.89,86.9,4939.25
4685-tflls,nao,homem,nao,sim,sim,18,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,anual,nao,transferencia automatica,0.63,19.8,342.3
4686-gefrm,nao,homem,nao,sim,nao,70,sim,sim,fibra otica,nao,sim,sim,sim,nao,sim,bienal,sim,transferencia automatica,3.27,98.7,6858.9
4686-uxdml,nao,mulher,nao,nao,nao,21,sim,sim,fibra otica,nao,sim,nao,nao,sim,sim,mensal,sim,cartao credito automatico,3.16,99.85,1992.55
4690-llkua,sim,homem,sim,nao,nao,17,sim,nao,dsl,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,1.51,45.05,770.6
4690-pkdqg,nao,mulher,sim,sim,nao,42,sim,sim,fibra otica,nao,sim,sim,nao,sim,nao,mensal,sim,cheque eletronico,3.12,95.55,3930.6
4692-nnqru,nao,mulher,nao,sim,nao,21,sim,nao,fibra otica,nao,nao,sim,sim,nao,nao,anual,nao,cheque eletronico,2.77,79.2,1742.45
4693-vwvbo,nao,mulher,nao,nao,nao,3,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,nao,cheque eletronico,0.68,19.55,61.05
4694-phwfw,nao,mulher,nao,nao,sim,8,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,nao,cheque correios,0.71,19.95,170.9
4695-vadhf,sim,homem,nao,sim,sim,18,sim,nao,dsl,nao,nao,sim,nao,nao,sim,mensal,nao,cheque eletronico,1.83,57.45,990.85
4695-wjzue,sim,mulher,sim,nao,nao,2,sim,sim,fibra otica,nao,nao,sim,nao,nao,sim,mensal,sim,cheque eletronico,2.99,88.55,179.25
4697-lupsu,nao,homem,nao,sim,sim,2,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,anual,nao,cheque correios,0.58,20.2,34.75
4698-kvllg,nao,mulher,sim,nao,nao,51,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,cartao credito automatico,0.63,19.6,967.9
4700-ubqmv,nao,homem,nao,sim,sim,21,sim,sim,dsl,sim,nao,nao,nao,sim,sim,anual,sim,transferencia automatica,2.46,75.9,1549.75
4701-ahwmw,sim,homem,nao,sim,nao,55,nao,sem telefone,dsl,nao,nao,sim,sim,sim,sim,mensal,sim,transferencia automatica,1.81,54.55,2978.3
4701-lkozd,nao,mulher,nao,nao,nao,70,sim,sim,dsl,sim,sim,sim,sim,sim,sim,bienal,nao,cartao credito automatico,3.03,89.75,6367.2
4701-mljpn,sim,homem,nao,nao,nao,31,sim,nao,dsl,nao,nao,sim,sim,nao,nao,mensal,sim,cheque eletronico,1.84,55.25,1715.65
4702-hdrkd,nao,homem,nao,nao,nao,67,nao,sem telefone,dsl,sim,nao,sim,sim,sim,nao,anual,sim,transferencia automatica,1.65,49.35,3321.35
4702-ioqdc,sim,mulher,nao,nao,nao,1,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,2.34,70.1,70.1
4703-mqykt,nao,homem,nao,nao,nao,21,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,cheque correios,0.62,19.6,390.4
4704-eryfc,sim,mulher,nao,sim,nao,22,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,2.35,69.25,1554.0
4706-axvkm,sim,mulher,sim,nao,nao,11,sim,sim,fibra otica,nao,nao,nao,nao,nao,sim,mensal,sim,cartao credito automatico,2.75,84.8,906.85
4706-dgahw,nao,homem,sim,nao,nao,1,sim,nao,dsl,nao,nao,nao,nao,nao,nao,mensal,nao,cheque eletronico,1.51,45.2,45.2
4707-maxgu,nao,homem,nao,sim,nao,72,sim,sim,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,cartao credito automatico,0.87,25.85,1872.2
4707-ynoqa,nao,mulher,nao,sim,sim,34,sim,sim,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,anual,sim,cartao credito automatico,0.9,25.6,917.15
4709-lkhyg,nao,mulher,nao,sim,sim,29,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,anual,nao,cheque eletronico,0.62,20.0,540.05
4710-fduiz,sim,homem,nao,sim,nao,56,sim,sim,fibra otica,nao,sim,nao,nao,sim,sim,anual,nao,cartao credito automatico,3.34,100.3,5614.45
4710-nkcaw,nao,homem,nao,sim,sim,5,sim,sim,dsl,sim,sim,nao,sim,nao,nao,mensal,nao,cartao credito automatico,2.11,64.4,316.9
4712-auqzo,nao,homem,nao,nao,nao,18,nao,sem telefone,dsl,sim,nao,sim,nao,nao,nao,mensal,nao,cheque correios,1.02,33.6,550.35
4712-uyooi,nao,mulher,nao,sim,sim,20,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,nao,cheque eletronico,0.7,20.0,417.65
4713-lzdrv,sim,mulher,sim,nao,nao,2,sim,nao,fibra otica,nao,nao,nao,nao,nao,sim,mensal,sim,cheque eletronico,3.25,79.6,195.05
4713-zburt,nao,homem,nao,nao,sim,45,sim,sim,fibra otica,nao,nao,sim,nao,sim,sim,bienal,nao,transferencia automatica,3.43,99.7,4634.35
4716-hhkqh,nao,homem,sim,sim,nao,20,sim,sim,fibra otica,nao,sim,nao,sim,sim,sim,mensal,nao,cheque eletronico,3.62,107.05,2172.05
4716-mrven,nao,mulher,nao,nao,nao,29,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,anual,nao,cheque correios,0.69,20.0,599.3
4717-ghadl,nao,mulher,nao,nao,nao,50,sim,sim,dsl,nao,sim,nao,sim,sim,sim,bienal,sim,cheque correios,2.68,79.6,4024.2
4718-dhsmv,nao,mulher,nao,nao,nao,11,nao,sem telefone,dsl,nao,nao,nao,nao,sim,nao,mensal,sim,cheque correios,1.1,35.8,363.15
4718-wxbgi,nao,homem,nao,sim,sim,72,sim,sim,dsl,sim,sim,sim,sim,sim,sim,bienal,sim,cartao credito automatico,3.06,91.95,6614.9
4719-umsiy,nao,homem,nao,nao,sim,6,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,nao,cheque correios,0.56,19.65,100.9
4720-vstsi,sim,mulher,nao,nao,nao,44,sim,sim,fibra otica,nao,sim,sim,nao,nao,nao,mensal,sim,transferencia automatica,2.93,84.8,3862.55
4723-begsg,nao,homem,nao,sim,nao,72,sim,sim,dsl,sim,nao,sim,sim,sim,sim,bienal,nao,cartao credito automatico,2.82,86.65,6094.25
4724-wxvwf,nao,homem,nao,nao,nao,48,sim,sim,fibra otica,sim,nao,nao,sim,nao,sim,mensal,sim,cheque eletronico,3.09,95.4,4445.3
4726-dlwqn,nao,homem,sim,nao,nao,50,sim,sim,dsl,sim,sim,nao,nao,sim,nao,mensal,sim,transferencia automatica,2.3,70.35,3454.6
4727-mcyzg,nao,homem,nao,nao,nao,1,sim,nao,dsl,nao,nao,nao,nao,nao,sim,mensal,nao,cheque correios,1.85,55.55,55.55
4729-xkasr,sim,homem,nao,nao,sim,1,nao,sem telefone,dsl,nao,nao,nao,nao,nao,nao,mensal,nao,cheque eletronico,0.82,24.75,24.75
4730-awnau,nao,homem,nao,sim,sim,36,nao,sem telefone,dsl,sim,nao,sim,sim,sim,sim,anual,nao,cartao credito automatico,2.07,60.7,2234.55
4732-rrjzc,nao,homem,nao,sim,sim,7,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,nao,cheque correios,0.69,20.25,144.35
4735-asgma,sim,homem,nao,nao,nao,26,sim,sim,fibra otica,nao,nao,sim,nao,sim,sim,mensal,sim,cheque eletronico,3.22,98.35,2515.3
4735-bjkou,nao,mulher,nao,nao,nao,40,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,cheque correios,0.67,20.15,804.85
4737-aqcpu,nao,homem,nao,sim,sim,72,sim,sim,dsl,sim,sim,sim,sim,nao,nao,bienal,nao,cartao credito automatico,2.32,72.1,5016.65
4737-hobax,nao,homem,nao,sim,nao,63,sim,sim,dsl,nao,nao,sim,sim,sim,sim,bienal,nao,cartao credito automatico,2.66,79.8,5034.05
4741-wwjqz,nao,mulher,nao,sim,nao,2,sim,nao,fibra otica,sim,nao,nao,sim,nao,nao,mensal,sim,cheque eletronico,3.24,80.15,194.55
4742-drora,nao,homem,nao,sim,sim,60,sim,sim,fibra otica,sim,nao,sim,nao,sim,nao,anual,sim,transferencia automatica,3.23,95.4,5812.0
4742-txuex,nao,mulher,nao,sim,sim,47,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,transferencia automatica,0.63,19.3,890.5
4745-lsplo,sim,homem,nao,nao,nao,1,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,nao,cheque correios,0.68,20.5,20.5
4747-lcaql,nao,homem,nao,nao,nao,25,sim,nao,dsl,sim,sim,nao,sim,sim,sim,mensal,sim,cheque correios,2.54,79.0,1902.0
4749-ojkqu,nao,mulher,nao,nao,nao,4,sim,sim,fibra otica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,2.52,75.65,302.35
4749-vfkvb,sim,mulher,nao,nao,nao,1,sim,sim,dsl,nao,nao,nao,nao,nao,nao,mensal,sim,cheque correios,1.67,50.1,50.1
4750-ukwjk,nao,mulher,sim,sim,nao,37,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,anual,nao,cheque correios,0.66,19.6,727.8
4750-zrxiu,sim,mulher,sim,nao,nao,4,sim,sim,fibra otica,nao,nao,nao,nao,nao,sim,mensal,sim,cheque eletronico,3.0,84.6,360.1
4751-erman,nao,homem,nao,sim,sim,72,sim,nao,dsl,nao,sim,sim,nao,sim,sim,bienal,sim,transferencia automatica,2.54,75.4,5480.25
4753-padas,nao,mulher,nao,sim,nao,67,sim,sim,fibra otica,nao,sim,sim,nao,sim,sim,anual,sim,transferencia automatica,3.39,105.7,6816.95
4759-pxtan,nao,mulher,nao,sim,nao,59,sim,sim,dsl,nao,sim,nao,sim,sim,sim,anual,sim,cheque eletronico,2.65,80.1,4693.2
4759-trplw,sim,homem,nao,nao,nao,1,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,mensal,nao,cheque eletronico,2.35,70.4,70.4
4760-thgot,nao,mulher,nao,sim,nao,43,sim,sim,fibra otica,sim,sim,nao,nao,nao,sim,mensal,sim,cheque eletronico,3.18,94.1,4107.3
4760-xohvn,sim,mulher,nao,sim,sim,1,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,nao,cheque correios,0.65,19.45,19.45
4763-pgdpo,sim,mulher,nao,nao,nao,4,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,mensal,nao,cheque eletronico,2.34,70.4,281.0
4765-oxppd,sim,mulher,nao,sim,sim,9,sim,nao,dsl,sim,sim,sim,sim,nao,nao,mensal,nao,cheque correios,2.46,65.0,663.05
4767-hzzhq,nao,homem,nao,sim,sim,30,sim,nao,fibra otica,nao,sim,sim,nao,nao,nao,mensal,nao,transferencia automatica,2.86,82.05,2570.2
4770-qazxn,nao,mulher,nao,nao,nao,13,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,nao,cartao credito automatico,0.6,19.45,232.1
4770-uezox,nao,homem,nao,nao,nao,2,sim,nao,fibra otica,nao,sim,nao,nao,nao,nao,mensal,sim,cheque eletronico,2.41,74.75,144.8
4774-hhggs,nao,homem,nao,sim,nao,30,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,cheque correios,0.71,19.05,637.55
4776-xskyq,nao,mulher,nao,sim,sim,12,nao,sem telefone,dsl,nao,nao,nao,sim,nao,nao,anual,nao,cartao credito automatico,1.02,30.25,368.85
4778-izarl,nao,homem,nao,sim,nao,63,sim,nao,fibra otica,sim,sim,sim,sim,sim,sim,bienal,sim,cartao credito automatico,3.55,110.1,6705.7
4779-zgick,nao,homem,nao,sim,sim,48,sim,sim,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,cheque correios,0.81,23.55,1173.35
4781-zxygu,nao,homem,nao,sim,sim,1,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,sim,transferencia automatica,0.67,20.15,20.15
4782-osfxz,nao,mulher,sim,sim,nao,71,sim,sim,dsl,sim,sim,sim,sim,nao,sim,bienal,sim,transferencia automatica,2.74,82.7,5831.2
4785-fcifb,nao,mulher,nao,sim,nao,61,sim,sim,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,cheque correios,0.77,24.4,1417.9
4785-nkhcx,nao,homem,sim,nao,nao,5,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,nao,transferencia automatica,0.63,20.05,94.15
4785-qrjhc,sim,homem,sim,sim,nao,46,nao,sem telefone,dsl,nao,sim,sim,sim,sim,sim,anual,sim,transferencia automatica,2.04,59.9,2816.65
4786-uksnz,sim,homem,nao,nao,nao,1,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,nao,cheque correios,0.67,20.2,20.2
4789-kwmxn,sim,homem,nao,sim,nao,47,sim,sim,fibra otica,sim,nao,sim,sim,sim,sim,anual,sim,cartao credito automatico,3.74,110.85,5275.8
4791-qrgmf,sim,homem,nao,sim,nao,59,sim,sim,fibra otica,nao,nao,sim,nao,sim,sim,anual,sim,transferencia automatica,3.37,99.5,5961.1
4795-ktrth,sim,mulher,sim,sim,nao,5,sim,sim,fibra otica,nao,sim,nao,nao,nao,nao,mensal,sim,cheque eletronico,2.48,81.0,371.65
4795-uxvcj,nao,homem,nao,nao,nao,26,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,anual,nao,cartao credito automatico,0.59,19.8,457.3
4795-wrnvt,nao,mulher,nao,nao,nao,40,sim,nao,dsl,sim,sim,nao,nao,sim,nao,mensal,nao,cheque correios,2.16,65.1,2586.0
4797-axpxk,sim,mulher,nao,nao,sim,1,sim,nao,dsl,sim,sim,nao,sim,nao,nao,mensal,sim,cheque eletronico,2.0,60.0,60.0
4797-miwum,nao,homem,nao,sim,sim,7,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,sim,transferencia automatica,0.83,20.25,174.7
4800-czmpc,sim,mulher,nao,sim,sim,48,sim,sim,fibra otica,sim,sim,nao,nao,sim,sim,anual,sim,cartao credito automatico,3.5,103.25,5037.55
4800-vhzki,sim,mulher,nao,nao,nao,1,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,sim,cheque correios,0.66,19.9,19.9
4801-jzazl,nao,mulher,nao,sim,sim,11,nao,sem telefone,dsl,sim,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,1.05,29.6,346.45
4801-kfykl,nao,homem,nao,nao,sim,8,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,nao,transferencia automatica,0.66,19.45,159.2
4803-axvyp,sim,mulher,sim,nao,nao,38,sim,sim,fibra otica,nao,nao,nao,sim,sim,sim,mensal,sim,cheque eletronico,3.28,99.55,3734.25
4803-lbypn,nao,homem,nao,sim,sim,34,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,mensal,nao,cheque correios,0.62,20.8,635.9
4804-ncpet,nao,homem,nao,sim,sim,19,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,cheque correios,0.68,20.2,387.4
4806-dxqce,nao,mulher,sim,sim,nao,70,sim,sim,fibra otica,sim,sim,sim,sim,sim,sim,bienal,sim,cheque eletronico,3.67,113.65,7714.65
4806-hipdw,sim,mulher,nao,sim,nao,1,sim,nao,fibra otica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,2.3,68.95,68.95
4806-kexqr,sim,homem,nao,nao,nao,4,sim,nao,fibra otica,nao,nao,nao,nao,nao,sim,mensal,sim,cheque eletronico,2.7,79.9,324.3
4807-izyoz,nao,mulher,nao,nao,nao,51,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,transferencia automatica,0.67,20.65,1020.75
4808-ynleu,nao,mulher,nao,sim,nao,35,sim,nao,dsl,sim,nao,nao,nao,sim,nao,anual,sim,transferencia automatica,2.11,62.15,2215.45
4811-jbuvu,nao,homem,nao,nao,nao,30,sim,sim,fibra otica,nao,nao,nao,sim,nao,sim,mensal,sim,cartao credito automatico,3.03,89.9,2723.15
4813-hqmgz,nao,mulher,nao,sim,nao,8,sim,sim,fibra otica,nao,nao,nao,sim,nao,sim,mensal,sim,cheque eletronico,3.1,90.25,743.75
4815-gbtcd,nao,mulher,nao,sim,nao,4,nao,sem telefone,dsl,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,0.83,25.15,99.95
4815-tumeq,nao,mulher,nao,nao,nao,10,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,anual,sim,cheque correios,0.62,19.3,185.2
4815-yosuk,nao,homem,nao,sim,sim,72,sim,sim,fibra otica,sim,sim,sim,sim,nao,sim,anual,sim,cartao credito automatico,3.49,104.9,7537.5
4816-jbhov,sim,homem,sim,nao,nao,2,sim,nao,dsl,nao,nao,nao,nao,nao,nao,mensal,sim,cheque eletronico,1.56,44.7,93.7
4816-lxzyw,sim,mulher,nao,nao,nao,23,sim,sim,fibra otica,nao,sim,nao,nao,nao,nao,mensal,sim,cheque eletronico,2.43,79.15,1676.95
4816-okwnx,nao,homem,nao,sim,sim,50,sim,nao,fibra otica,nao,sim,sim,sim,sim,sim,anual,sim,transferencia automatica,3.49,103.4,5236.4
4817-keqsp,nao,mulher,nao,sim,sim,71,sim,nao,nao,sem internet,sem internet,sem internet,sem internet,sem internet,sem internet,bienal,nao,transferencia automatica,0.62,19.85,1326.35
